Date,Strategy,Bitcoin
11/14/20,13519.26,22475.21
11/15/20,13255.58,22316.55
11/16/20,13512.99,23374.64
11/17/20,13955.73,24697.4
11/18/20,13879.22,24860.66
11/19/20,13733.1,24898
11/20/20,14525,26090.75
11/21/20,15365.65,26158.06
11/22/20,15514.32,25753.37
11/23/20,16454.67,25688.43
11/24/20,16385.46,26796.09
11/25/20,15712.26,26179.47
11/26/20,14752.4,23984.27
11/27/20,14728.76,23970.35
11/28/20,15102.33,24781.97
11/29/20,15863.98,25432.49
11/30/20,16640.59,27545.52
12/1/20,16046.7,26243.6
12/2/20,16268.97,26857.74
12/3/20,16629.73,27162.36
12/4/20,15710.23,26083.55
12/5/20,16282.29,26778.82
12/6/20,16371.9,27074.95
12/7/20,16175.58,26805.73
12/8/20,15478.98,25627.05
12/9/20,15832.41,25930.77
12/10/20,15692.01,25529.88
12/11/20,15691.15,25224.86
12/12/20,15690.29,26304.76
12/13/20,15689.43,26817.04
12/14/20,15688.02,26954.31
12/15/20,15725.73,27168.69
12/16/20,16520.69,29838.64
12/17/20,16592.13,31882.8
12/18/20,16775.44,32316.67
12/19/20,16838.75,33315.54
12/20/20,16481.53,32803.55
12/21/20,15914.85,31774.48
12/22/20,16432.83,33300.41
12/23/20,15435.05,32492.01
12/24/20,15937.56,33186.3
12/25/20,16172.01,34561.44
12/26/20,16286.99,37052.14
12/27/20,17173.26,36756.02
12/28/20,17933.47,37871.71
12/29/20,17878.8,38299.09
12/30/20,18236.66,40383.68
12/31/20,17994.36,40450.93
1/1/21,17893.08,41021.62
1/2/21,18717,45002.77
1/3/21,21860.7,46151.98
1/4/21,22730.69,44737.58
1/5/21,23623.94,47479.87
1/6/21,25240.32,51423.52
1/7/21,25555.03,55147.73
1/8/21,25486.57,56756.79
1/9/21,26265.34,56065.09
1/10/21,25907.39,53354.43
1/11/21,23568.89,49514.66
1/12/21,23002.8,47622.11
1/13/21,24250.79,52265.47
1/14/21,25720.98,54745.26
1/15/21,24783.48,51385.56
1/16/21,25569.98,50340.52
1/17/21,25625.38,50107.84
1/18/21,26004.01,51230.4
1/19/21,27415.29,50195.78
1/20/21,27552.51,49603.83
1/21/21,30048.58,43145.22
1/22/21,28753.41,46075.23
1/23/21,28732.18,44862.45
1/24/21,29851.07,45116.85
1/25/21,29176.61,45108.88
1/26/21,29576.97,45407.56
1/27/21,28436.31,42468.36
1/28/21,29278.67,46662.18
1/29/21,29692.58,47903.16
1/30/21,29705.66,47918.1
1/31/21,29117.87,46281.95
2/1/21,29651.13,46888.06
2/2/21,30837.93,49601.05
2/3/21,32452.02,52611.6
2/4/21,31643.85,51657.5
2/5/21,33075.29,53550.54
2/6/21,32801.1,54804.61
2/7/21,32149.79,54257.43
2/8/21,34681.09,64857.24
2/9/21,35090.17,64920.94
2/10/21,34575.6,62665.31
2/11/21,35492.23,67087.41
2/12/21,36088,66133.73
2/13/21,36328.79,65946.45
2/14/21,36279.25,67938.11
2/15/21,35954.4,67005.72
2/16/21,36175.16,68715.23
2/17/21,37289.3,72891.64
2/18/21,37883.29,72098.51
2/19/21,38933.5,78186.93
2/20/21,38563.29,78096.29
2/21/21,39017.39,80288.34
2/22/21,37084.79,75643.92
2/23/21,34260.84,68376.15
2/24/21,34690.81,69474.29
2/25/21,34179.31,65834.62
2/26/21,34200.8,64720.18
2/27/21,34198.93,64481.81
2/28/21,34197.06,63124.15
3/1/21,34195.18,69349.58
3/2/21,34193.31,67746.32
3/3/21,34191.43,70415.74
3/4/21,34189.56,67653.23
3/5/21,34187.69,68181.35
3/6/21,34185.81,68363.84
3/7/21,34183.94,71286.17
3/8/21,35160.5,73248.91
3/9/21,35938.94,76758.32
3/10/21,35558.3,78110.83
3/11/21,36166.77,80798.23
3/12/21,35608.45,80027.02
3/13/21,37569.2,85574.58
3/14/21,36590.45,82469.7
3/15/21,35524.96,77766.25
3/16/21,35866.71,79578.13
3/17/21,36399.24,82392.31
3/18/21,35794.05,80623.41
3/19/21,36116.68,81157.45
3/20/21,36106.26,81258.52
3/21/21,35783.26,80208.61
3/22/21,34368.14,75637.74
3/23/21,34601.83,75998.06
3/24/21,34604.81,73148.89
3/25/21,34602.91,71736.54
3/26/21,34601.01,76955.64
3/27/21,34599.12,78062.65
3/28/21,34597.22,78007.4
3/29/21,34595.33,80605.67
3/30/21,35087.62,82159.59
3/31/21,35613.2,82151.17
4/1/21,35931.29,82123.04
4/2/21,37073.97,82444.11
4/3/21,35876.45,79789.58
4/4/21,36551.72,81398
4/5/21,36943.57,82695.82
4/6/21,36747.08,81103.1
4/7/21,35362.16,78253.29
4/8/21,36571.92,81223.89
4/9/21,36493.35,81314.83
4/10/21,37255.52,83589.68
4/11/21,37416.47,83915.96
4/12/21,37297.1,83716.77
4/13/21,39085.02,88912.35
4/14/21,39818.15,88051.59
4/15/21,40372.16,88331.93
4/16/21,39443.42,85779.34
4/17/21,38514,83921.88
4/18/21,37230.24,78528.19
4/19/21,36896.77,77805.32
4/20/21,38004.37,78912.77
4/21/21,38177.65,75224.3
4/22/21,38440.24,72292.02
4/23/21,38240.93,71500.69
4/24/21,37242.32,69994.04
4/25/21,37941.39,68621.97
4/26/21,39316.35,75523.25
4/27/21,40168.23,76936.59
4/28/21,40686.41,76704.78
4/29/21,40739.65,74898.96
4/30/21,40834.29,80687.9
5/1/21,41916.49,80836.29
5/2/21,41767.69,79127.04
5/3/21,44878.04,79953.83
5/4/21,42993.22,74402.49
5/5/21,45063.41,80326.85
5/6/21,44769.46,78868.97
5/7/21,44822.79,80157.13
5/8/21,47702.21,82321.09
5/9/21,47674.9,81452.3
5/10/21,47389.62,78061.26
5/11/21,48881.3,79255.44
5/12/21,45645.52,69411.52
5/13/21,45112.11,69466.97
5/14/21,47274.61,69705.4
5/15/21,44725.33,65400.04
5/16/21,44329.33,64936.44
5/17/21,42494.33,60889.81
5/18/21,43051.42,59927.25
5/19/21,43049.06,51312.66
5/20/21,43046.7,56678.24
5/21/21,43044.34,52098.53
5/22/21,43041.98,52375.05
5/23/21,43039.62,48466.85
5/24/21,43037.27,54258.27
5/25/21,43034.91,53598.76
5/26/21,43032.55,54881.49
5/27/21,43030.19,53885.82
5/28/21,43027.83,49876.91
5/29/21,43025.48,48396.78
5/30/21,43023.12,49845.84
5/31/21,43020.76,52101.04
6/1/21,43018.4,51316.85
6/2/21,43016.05,52541.4
6/3/21,43013.69,54888.31
6/4/21,42755.04,51506.93
6/5/21,42432.51,49666.73
6/6/21,42867.9,50062.67
6/7/21,42245.09,46925.01
6/8/21,41800.97,46684.49
6/9/21,41554.36,52288.79
6/10/21,41552.08,51292.56
6/11/21,41549.8,52210.37
6/12/21,41547.53,49712.75
6/13/21,41545.25,54571.93
6/14/21,42048.91,56663.76
6/15/21,41900.8,56143.15
6/16/21,41194.43,53632.73
