Date,Strategy,Bitcoin
5/10/22,48922.97,42063
5/11/22,48920.29,43378.74
5/12/22,48917.61,40703.1
5/13/22,48914.93,40599.35
5/14/22,48912.25,40959.19
5/15/22,48909.57,42077.59
5/16/22,48906.89,43814.79
5/17/22,48904.21,41780.08
5/18/22,48901.53,42578.54
5/19/22,48898.85,40159.6
5/20/22,48896.17,42402.74
5/21/22,48893.49,40838.86
5/22/22,48890.81,41180.17
5/23/22,48888.14,42367.36
5/24/22,48885.46,40710.38
5/25/22,48882.78,41473.2
5/26/22,48880.1,41315.94
5/27/22,48877.42,40839.34
5/28/22,48874.74,40040.01
5/29/22,48872.07,40601.56
5/30/22,48860.57,41212.4
5/31/22,48911.42,44381.68
6/1/22,46787.45,44475.13
6/2/22,47189.34,41684.74
6/3/22,46719.1,42589.3
6/4/22,46716.54,41537.01
6/5/22,46713.98,41766.12
6/6/22,47722.67,41843.28
6/7/22,47573.25,43876.62
6/8/22,47003.49,43530.09
6/9/22,46938.06,42242.66
6/10/22,46312.32,42110.02
6/11/22,46309.79,40686.22
6/12/22,46307.25,39753.17
6/13/22,46334.68,37165.62
6/14/22,46328.57,31446.61
6/15/22,46322.51,30958.73
6/16/22,46316.29,31584.3
6/17/22,46310.21,28531.11
6/18/22,46307.67,28626.51
6/19/22,46305.13,26531.46
6/20/22,46291.95,28773.62
6/21/22,46285.87,28773.48
6/22/22,46279.74,28982.71
6/23/22,46273.72,27954.07
6/24/22,46267.63,29523.4
6/25/22,46265.1,29701.8
6/26/22,46262.56,30056.33
6/27/22,46249.35,29422.65
6/28/22,46243.24,29009.37
6/29/22,46237.14,28364.24
6/30/22,46231.05,28142.88
7/1/22,46224.92,27890.03
7/2/22,46218.98,26963.62
7/3/22,46213.06,26925.89
7/4/22,46207.17,27014.01
7/5/22,46201.24,28301.9
7/6/22,46949.52,28216.77
7/7/22,48454.48,28760.35
7/8/22,48138.58,30243.47
7/9/22,48176.68,30201.18
7/10/22,46985.19,30197.54
7/11/22,45359.38,29175.15
7/12/22,44872.91,27919.96
7/13/22,45337.93,27035.62
7/14/22,45810.11,28299.33
7/15/22,46190.03,28794.37
7/16/22,46734.15,29131.7
7/17/22,46709.14,29642.95
7/18/22,49240.98,29089.1
7/19/22,51642.02,31372.92
7/20/22,51213.43,32723.77
7/21/22,51755.16,32478.78
7/22/22,50739.94,32379.33
7/23/22,50489.25,31725.7
7/24/22,51656.35,31395.3
7/25/22,50334.79,31575.08
7/26/22,47895.78,29804.2
7/27/22,51710.28,29725.56
7/28/22,54307.97,32102.58
7/29/22,53995.83,33348.6
7/30/22,53705.13,33253.54
7/31/22,53612.45,33068.04
