Date,Strategy,Bitcoin
5/16/2022,48906.89,43814.79
5/17/2022,48904.21,41780.08
5/18/2022,48901.53,42578.54
5/19/2022,48898.85,40159.60
5/20/2022,48896.17,42402.74
5/21/2022,48893.49,40838.86
5/22/2022,48890.81,41180.17
5/23/2022,48888.14,42367.36
5/24/2022,48885.46,40710.38
5/25/2022,48882.78,41473.20
5/26/2022,48880.10,41315.94
5/27/2022,48877.42,40839.34
5/28/2022,48874.74,40040.01
5/29/2022,48872.07,40601.56
5/30/2022,48857.40,41212.40
5/31/2022,48935.58,44381.68
6/1/2022,45901.57,44475.13
6/2/2022,46466.16,41684.74
6/3/2022,45806.34,42589.30
6/4/2022,45803.83,41537.01
6/5/2022,45801.32,41766.12
6/6/2022,47216.58,41843.28
6/7/2022,47008.83,43876.62
6/8/2022,46209.68,43530.09
6/9/2022,46121.88,42242.66
6/10/2022,45245.56,42110.02
6/11/2022,45243.08,40686.22
6/12/2022,45240.61,39753.17
6/13/2022,45281.32,37165.62
6/14/2022,45276.79,31446.61
6/15/2022,45272.27,30958.73
6/16/2022,45267.74,31584.30
6/17/2022,45263.21,28531.11
6/18/2022,45260.73,28626.51
6/19/2022,45258.25,26531.46
6/20/2022,45244.67,28773.62
6/21/2022,45240.15,28773.48
6/22/2022,45235.63,28982.71
6/23/2022,45231.10,27954.07
6/24/2022,45226.58,29523.40
6/25/2022,45224.10,29701.80
6/26/2022,45221.62,30056.33
6/27/2022,45208.06,29422.65
6/28/2022,45203.54,29009.37
6/29/2022,45199.02,28364.24
6/30/2022,45194.50,28142.88
7/1/2022,45189.98,27890.03
7/2/2022,45185.46,26963.62
7/3/2022,45180.94,26925.89
7/4/2022,45176.42,27014.01
7/5/2022,45171.90,28301.90
7/6/2022,46219.89,28216.77
7/7/2022,48341.38,28760.35
7/8/2022,47896.64,30243.47
7/9/2022,47954.12,30201.18
7/10/2022,46261.34,30197.54
7/11/2022,43976.03,29175.15
7/12/2022,43307.59,27919.96
7/13/2022,43952.88,27035.62
7/14/2022,44612.17,28299.33
7/15/2022,45143.05,28794.37
7/16/2022,45905.97,29131.70
7/17/2022,45873.84,29642.95
7/18/2022,49429.06,29089.10
7/19/2022,52874.27,31372.92
7/20/2022,52250.35,32723.77
7/21/2022,53044.55,32478.78
7/22/2022,51564.61,32379.33
7/23/2022,51203.66,31725.70
7/24/2022,52898.50,31395.30
7/25/2022,50967.70,31575.08
7/26/2022,47445.84,29804.20
7/27/2022,52849.92,29725.56
7/28/2022,56644.54,32102.58
7/29/2022,56185.72,33348.60
7/30/2022,55758.71,33253.54
7/31/2022,55624.89,33068.04
8/1/2022,53455.52,33032.11
8/2/2022,53685.38,32634.30
8/3/2022,53889.38,32393.78
8/4/2022,52154.14,32116.40
8/5/2022,54016.05,33095.15
8/6/2022,54772.27,32586.63
8/7/2022,54969.45,32899.20
8/8/2022,57025.31,33801.54
8/9/2022,54447.76,32864.51
8/10/2022,57491.39,34006.04
8/11/2022,58738.96,33978.13
8/12/2022,59220.62,34644.35
8/13/2022,60363.57,34697.87
8/14/2022,59421.90,34504.60
8/15/2022,58595.94,34205.88
8/16/2022,58185.77,33865.05
8/17/2022,56987.14,33138.08
8/18/2022,57391.75,32923.07
8/19/2022,55727.39,29577.25
8/20/2022,55721.81,30011.21
8/21/2022,55716.24,30544.34
8/22/2022,55710.67,30379.97
8/23/2022,55705.10,30563.52
8/24/2022,55699.53,30334.90
8/25/2022,55693.96,30605.99
8/26/2022,55688.39,28734.93
8/27/2022,55682.82,28446.10
8/28/2022,55677.25,27761.85
8/29/2022,55671.69,28798.36
8/30/2022,55666.12,28125.35
8/31/2022,55660.55,28463.73
